song,method,seed,run,attempt,f1,final_eval_reward,average_eval_reward,best_f1_so_far,prompt_tokens,completion_tokens,total_tokens,cumulative_total_tokens
TwinkleTwinkleLittleStar,GPT-6 Astra,0,openai_twinkletwinklelittlestar_2hand_TwoHand_seed0,8,0.8716356107660455,535.3395185470581,509.77494209342535,0.8944099378881988,370464.0,5006.0,375470.0,2697842.0
TwinkleTwinkleLittleStar,GPT-6 Astra,0,openai_twinkletwinklelittlestar_2hand_TwoHand_seed0,9,0.9254658385093167,548.2683188915253,509.77494209342535,0.9254658385093167,399080.0,3884.0,402964.0,3100806.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,1,0.022774327122153208,391.3959951400757,400.9921533048153,0.022774327122153208,167353.0,17747.0,185100.0,185100.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,2,0.08074534161490683,429.28774988651276,400.9921533048153,0.08074534161490683,608797.0,27649.0,636446.0,821546.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,3,0.11180124223602485,398.9892815351486,400.9921533048153,0.11180124223602485,506004.0,18701.0,524705.0,1346251.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,4,0.043478260869565216,453.8334429860115,400.9921533048153,0.11180124223602485,682424.0,10895.0,693319.0,2039570.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,5,0.21946169772256727,397.1531264781952,400.9921533048153,0.21946169772256727,1156409.0,5309.0,1161718.0,3201288.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,6,0.13250517598343683,412.9539244174957,400.9921533048153,0.21946169772256727,682187.0,3743.0,685930.0,3887218.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,7,0.08488612836438923,398.30917596817017,400.9921533048153,0.21946169772256727,752275.0,5924.0,758199.0,4645417.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,8,0.018633540372670808,328.4778355360031,400.9921533048153,0.21946169772256727,541666.0,11530.0,553196.0,5198613.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,9,0.12836438923395443,418.8485416173935,400.9921533048153,0.21946169772256727,568416.0,5378.0,573794.0,5772407.0
TwinkleTwinkleLittleStar,Gemini-3.8-Flash,0,gemini_twinkletwinklelittlestar_2hand_TwoHand_seed0,10,0.012422360248447204,380.67245948314667,400.9921533048153,0.21946169772256727,599448.0,5902.0,605350.0,6377757.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,1,0.2236024844720497,428.5417695045471,469.31080149776403,0.2236024844720497,214386.0,88005.0,302391.0,302391.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,2,0.7660455486542442,505.9658805131912,469.31080149776403,0.7660455486542442,160151.0,48478.0,208629.0,511020.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,3,0.6542443064182194,486.43270897865295,469.31080149776403,0.7660455486542442,228852.0,57248.0,286100.0,797120.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,4,0.6956521739130435,489.62917256355286,469.31080149776403,0.7660455486542442,187834.0,37045.0,224879.0,1021999.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,5,0.043478260869565216,275.3296932429075,469.31080149776403,0.7660455486542442,320152.0,51686.0,371838.0,1393837.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,6,0.6873706004140786,491.5622184276581,469.31080149776403,0.7660455486542442,364772.0,82106.0,446878.0,1840715.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,7,0.6956521739130435,492.2760591506958,469.31080149776403,0.7660455486542442,270770.0,34316.0,305086.0,2145801.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,8,0.8716356107660455,524.8038185238838,469.31080149776403,0.8716356107660455,294249.0,24411.0,318660.0,2464461.0
TwinkleTwinkleLittleStar,Claude-Opus-5,0,claude_twinkletwinklelittlestar_2hand_TwoHand_seed0,9,0.9130434782608695,529.2558925747871,469.31080149776403,0.9130434782608695,324255.0,30210.0,354465.0,2818926.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,1,0.001388888888888889,1644.88243329525,1483.653451526165,0.001388888888888889,411393.0,125878.0,537271.0,537271.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,2,0.0411198215364882,1644.88243329525,1483.653451526165,0.0411198215364882,793269.0,73760.0,867029.0,1404300.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,3,0.018783068783068787,1428.5445801019669,1483.653451526165,0.0411198215364882,848082.0,66984.0,915066.0,2319366.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,4,0.018389550264550265,1722.9169710874557,1483.653451526165,0.0411198215364882,698621.0,19463.0,718084.0,3037450.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,5,0.02665674603174603,1559.6332918405533,1483.653451526165,0.0411198215364882,743420.0,8751.0,752171.0,3789621.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,6,0.07742497471664139,1557.521271109581,1483.653451526165,0.07742497471664139,377554.0,14406.0,391960.0,4181581.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,7,0.08012506012506013,1402.6144684553146,1483.653451526165,0.08012506012506013,392142.0,10012.0,402154.0,4583735.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,8,0.08207792207792207,1289.632885813713,1483.653451526165,0.08207792207792207,402332.0,10609.0,412941.0,4996676.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,9,0.04334155042488375,1310.4827772378922,1483.653451526165,0.08207792207792207,413119.0,10375.0,423494.0,5420170.0
PicturesGreatKiev,DeepSeek-V4.1-Flash,0,deepseek_picturesgreatkiev_2hand_TwoHand_seed0,10,0.05237998112998113,1275.4234030246735,1483.653451526165,0.08207792207792207,423672.0,9101.0,432773.0,5852943.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,1,0.02068672839506173,1644.4186911582947,1747.184139438346,0.02068672839506173,38718.0,5493.0,44211.0,44211.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,2,0.07423831569664903,1689.9045422673225,1747.184139438346,0.07423831569664903,65743.0,5958.0,71701.0,115912.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,3,0.21400112233445567,1691.9974628686905,1747.184139438346,0.21400112233445567,784764.0,12724.0,797488.0,913400.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,4,0.4544487534070868,1487.9471235275269,1747.184139438346,0.4544487534070868,731917.0,8800.0,740717.0,1654117.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,5,0.4553736772486772,1768.4582790732384,1747.184139438346,0.4553736772486772,948357.0,9532.0,957889.0,2612006.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,6,0.4532243065576399,1781.3877523839474,1747.184139438346,0.4553736772486772,943992.0,9056.0,953048.0,3565054.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,7,0.4782514630431297,1806.431954530999,1747.184139438346,0.4782514630431297,647167.0,8462.0,655629.0,4220683.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,8,0.4839749679333012,1859.5954493936151,1747.184139438346,0.4839749679333012,714698.0,7514.0,722212.0,4942895.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,9,0.4863106261022928,1865.3020688667893,1747.184139438346,0.4863106261022928,1048593.0,9852.0,1058445.0,6001340.0
PicturesGreatKiev,GPT-6 Astra,0,openai_picturesgreatkiev_2hand_TwoHand_seed0,10,0.4983414502164502,1876.3980703130364,1747.184139438346,0.4983414502164502,270215.0,6450.0,276665.0,6278005.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,1,0.03229166666666667,1303.197848200798,1360.9986122071743,0.03229166666666667,373301.0,21798.0,395099.0,395099.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,2,0.052626790647623975,1194.6093350052834,1360.9986122071743,0.052626790647623975,145076.0,36498.0,181574.0,576673.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,3,0.046823924532257866,1242.6952458620071,1360.9986122071743,0.052626790647623975,124942.0,20270.0,145212.0,721885.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,4,0.04772051251217918,1160.070373058319,1360.9986122071743,0.052626790647623975,143705.0,3179.0,146884.0,868769.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,5,0.05488977072310405,1527.1668518781662,1360.9986122071743,0.05488977072310405,163799.0,8751.0,172550.0,1041319.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,6,0.07571578884078883,1406.8310395479202,1360.9986122071743,0.07571578884078883,200826.0,3935.0,204761.0,1246080.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,7,0.030681918390251726,1384.1878327131271,1360.9986122071743,0.07571578884078883,233618.0,5049.0,238667.0,1484747.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,8,0.060807379349046016,1429.076130747795,1360.9986122071743,0.07571578884078883,128149.0,2340.0,130489.0,1615236.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,9,0.07503306878306877,1418.5786374807358,1360.9986122071743,0.07571578884078883,266493.0,4119.0,270612.0,1885848.0
PicturesGreatKiev,Gemini-3.8-Flash,0,gemini_picturesgreatkiev_2hand_TwoHand_seed0,10,0.20009219175885842,1543.572827577591,1360.9986122071743,0.20009219175885842,297833.0,5672.0,303505.0,2189353.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,1,0.08484798380631714,1483.7190860509872,1559.9349098026753,0.08484798380631714,310620.0,218754.0,529374.0,529374.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,2,0.13371031746031747,1544.6393916606903,1559.9349098026753,0.13371031746031747,181600.0,46459.0,228059.0,757433.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,3,0.07768658810325477,1443.39140188694,1559.9349098026753,0.13371031746031747,170922.0,30189.0,201111.0,958544.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,4,0.013630952380952382,1318.958740055561,1559.9349098026753,0.13371031746031747,201907.0,20537.0,222444.0,1180988.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,5,0.30616512345679014,1642.4927229881287,1559.9349098026753,0.30616512345679014,225246.0,4837.0,230083.0,1411071.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,6,0.31669973544973545,1753.1318898200989,1559.9349098026753,0.31669973544973545,249623.0,32935.0,282558.0,1693629.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,7,0.14322089947089947,1478.9862487316132,1559.9349098026753,0.31669973544973545,273579.0,12831.0,286410.0,1980039.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,8,0.36172619047619053,1769.7124675512314,1559.9349098026753,0.36172619047619053,289966.0,11611.0,301577.0,2281616.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,9,0.16933641975308644,1554.9957267045975,1559.9349098026753,0.36172619047619053,304826.0,20333.0,325159.0,2606775.0
PicturesGreatKiev,Claude-Opus-5,0,claude_picturesgreatkiev_2hand_TwoHand_seed0,10,0.22063381834215165,1609.3214225769043,1559.9349098026753,0.36172619047619053,319589.0,9765.0,329354.0,2936129.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,1,0.0,638.6001249551773,616.7250227987766,0.0,581298.0,247603.0,828901.0,828901.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,2,0.014318572439591545,547.7375810742378,616.7250227987766,0.014318572439591545,1201855.0,31146.0,1233001.0,2061902.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,3,0.032688808007279344,586.3831942081451,616.7250227987766,0.032688808007279344,1392929.0,52873.0,1445802.0,3507704.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,4,0.08602770195126884,586.3831942081451,616.7250227987766,0.08602770195126884,1170737.0,34902.0,1205639.0,4713343.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,5,0.09511171772318269,626.792072057724,616.7250227987766,0.09511171772318269,1288271.0,20867.0,1309138.0,6022481.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,6,0.08722323324234153,638.0212562084198,616.7250227987766,0.09511171772318269,1373999.0,28382.0,1402381.0,7424862.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,7,0.09969876195990846,664.0396691560745,616.7250227987766,0.09969876195990846,963235.0,17179.0,980414.0,8405276.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,8,0.12279972327743027,625.536816239357,616.7250227987766,0.12279972327743027,1011397.0,18895.0,1030292.0,9435568.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,9,0.0828697841436695,629.9559404850006,616.7250227987766,0.12279972327743027,2113332.0,15262.0,2128594.0,11564162.0
WinterWind,DeepSeek-V4.1-Flash,0,deepseek_winterwind_2hand_TwoHand_seed0,10,0.10095990350767418,623.8003793954849,616.7250227987766,0.12279972327743027,1089131.0,17296.0,1106427.0,12670589.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,1,0.03480436760691538,682.3759937286377,770.4215268315747,0.03480436760691538,210922.0,11850.0,222772.0,222772.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,2,0.02029875644525326,723.065346956253,770.4215268315747,0.03480436760691538,462298.0,10249.0,472547.0,695319.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,3,0.15996613082600342,685.4252201318741,770.4215268315747,0.15996613082600342,537367.0,10120.0,547487.0,1242806.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,4,0.20999531254308326,749.9982637166977,770.4215268315747,0.20999531254308326,490279.0,12297.0,502576.0,1745382.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,5,0.2674924862822952,787.9200746417046,770.4215268315747,0.2674924862822952,864976.0,12132.0,877108.0,2622490.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,6,0.34804873116975027,832.0021777749062,770.4215268315747,0.34804873116975027,780859.0,11615.0,792474.0,3414964.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,7,0.33742038216560505,800.7761003375053,770.4215268315747,0.34804873116975027,924833.0,10035.0,934868.0,4349832.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,8,0.3640001011020119,824.86116284132,770.4215268315747,0.3640001011020119,814534.0,10904.0,825438.0,5175270.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,9,0.3618693762005864,821.5414068102837,770.4215268315747,0.3640001011020119,876728.0,9943.0,886671.0,6061941.0
WinterWind,GPT-6 Astra,0,openai_winterwind_2hand_TwoHand_seed0,10,0.34070367000303303,796.2495213765651,770.4215268315747,0.3640001011020119,1432205.0,15048.0,1447253.0,7509194.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,1,0.06791780406430088,621.4320494532585,620.8059879660607,0.06791780406430088,358797.0,21279.0,380076.0,380076.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,2,0.03651299160853301,692.8011697530746,620.8059879660607,0.06791780406430088,224156.0,37014.0,261170.0,641246.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,3,0.08367983750149355,615.0157643556595,620.8059879660607,0.08367983750149355,234529.0,5783.0,240312.0,881558.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,4,0.03213320649626382,599.9384540319443,620.8059879660607,0.08367983750149355,283085.0,5609.0,288694.0,1170252.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,5,0.08290640711022877,579.0314466357231,620.8059879660607,0.08367983750149355,536249.0,10463.0,546712.0,1716964.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,6,0.029943888383378827,643.4205986261368,620.8059879660607,0.08367983750149355,420707.0,4272.0,424979.0,2141943.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,7,0.058214538469315534,623.8106611967087,620.8059879660607,0.08367983750149355,455858.0,8698.0,464556.0,2606499.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,8,0.05248710949347892,628.7990925312042,620.8059879660607,0.08367983750149355,499874.0,4894.0,504768.0,3111267.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,9,0.04115357395612172,606.4602552652359,620.8059879660607,0.08367983750149355,264091.0,4593.0,268684.0,3379951.0
WinterWind,Gemini-3.8-Flash,0,gemini_winterwind_2hand_TwoHand_seed0,10,0.07244464664846831,597.3503878116608,620.8059879660607,0.08367983750149355,552331.0,5255.0,557586.0,3937537.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,1,0.04388080072793449,740.1866347789764,668.1287984184921,0.04388080072793449,199040.0,79166.0,278206.0,278206.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,2,0.04368112425437266,643.3462882637978,668.1287984184921,0.04388080072793449,402569.0,67991.0,470560.0,748766.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,3,0.05674350419573349,434.7691173478961,668.1287984184921,0.05674350419573349,465599.0,37486.0,503085.0,1251851.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,4,0.04336012536649479,733.0199944972992,668.1287984184921,0.05674350419573349,421981.0,14305.0,436286.0,1688137.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,5,0.08112678192296026,690.1963965892792,668.1287984184921,0.08112678192296026,314595.0,10718.0,325313.0,2013450.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,6,0.058624001617632183,708.2535203695297,668.1287984184921,0.08112678192296026,527965.0,15583.0,543548.0,2556998.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,7,0.05069254878172075,692.2049976587296,668.1287984184921,0.08112678192296026,579388.0,28892.0,608280.0,3165278.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,8,0.05432969366090385,684.0520896911621,668.1287984184921,0.08112678192296026,632459.0,17476.0,649935.0,3815213.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,9,0.052724699221514515,678.9874391555786,668.1287984184921,0.08112678192296026,445371.0,29294.0,474665.0,4289878.0
WinterWind,Claude-Opus-5,0,claude_winterwind_2hand_TwoHand_seed0,10,0.05818168031543828,676.2715058326721,668.1287984184921,0.08112678192296026,463598.0,12168.0,475766.0,4765644.0
TwinkleTwinkleLittleStar,PPO,0,,,0.9565217391304348,551.8144955635071,497.7719289314747,,,,,
TwinkleTwinkleLittleStar,SAC,0,,,0.9440993788819876,551.9336199760437,544.5582499915362,,,,,
TwinkleTwinkleLittleStar,CrossQ,0,,,0.8571428571428571,535.1027009487152,547.605153927803,,,,,
TwinkleTwinkleLittleStar,TD3,0,,,0.0,242.63625751435757,242.63625751435757,,,,,
TwinkleTwinkleLittleStar,TQC,0,,,0.9668737060041407,552.1540329456329,543.8521408474445,,,,,
PicturesGreatKiev,PPO,0,,,0.417337962962963,2122.367688059807,2002.5386214530467,,,,,
PicturesGreatKiev,SAC,0,,,0.46899140211640206,2095.209692001343,1983.913508540541,,,,,
PicturesGreatKiev,CrossQ,0,,,0.6042639162359541,2202.979167414718,2092.8022312763,,,,,
PicturesGreatKiev,TD3,0,,,0.001388888888888889,1435.8825365006924,1419.2673177090846,,,,,
PicturesGreatKiev,TQC,0,,,0.4483457356493902,2124.1085974965654,1952.2075040561,,,,,
WinterWind,PPO,0,,,0.3220806794055202,917.8278813362122,863.1963260424137,,,,,
WinterWind,SAC,0,,,0.4314882216156101,923.3707665205002,880.9750133070816,,,,,
WinterWind,CrossQ,0,,,0.49421521573305127,938.1926394598067,876.5749505615676,,,,,
WinterWind,TD3,0,,,0.0,620.8720071613789,606.7776871436788,,,,,
WinterWind,TQC,0,,,0.4627979811824271,939.699466252813,886.9309255466254,,,,,
